path	line	category	match	text
Program/src/drawcardlib/config.c	1441	runtime-file-reference	t:\	"BAIL(""Invalid expansion category in entry %d after @EXPANSIONCATEGORIES in Menus.txt:\n%s"", i+1, line);"
Program/src/drawcardlib/drawcardlib.c	598	runtime-file-reference	N:\	"case FRAME_##framename##_ARTIFACT_LAND_GOLD_BLACK:	case FRAME_##framename##_ARTIFACT_LAND_GOLD_BLUE:	case FRAME_##framename##_ARTIFACT_LAND_GOLD_GREEN:\"
Program/src/functions/deadbox.c	138	runtime-file-reference	s:\	"pos += scnprintf(buffer+pos, 600-pos, "" Deadbox contains:\n"");"
Program/src/functions/rules_engine.c	665	runtime-file-reference	e:\	"int pos = scnprintf(buffer, 500, ""Dredge:\n Pass\n"" );"
src/build.pl	22	runtime-file-reference	c:\	--legacy-copy-targets  Also copy to the historical c:\\magic2k destinations.
src/build.pl	25	runtime-file-reference	c:\	This script no longer copies to c:\\magic2k unless --legacy-copy-targets or
src/build.pl	122	runtime-file-reference	c:\	"# copy('ManalinkEh.dll','c:\magic\ManalinkEh.dll') or die ""Copy failed: $!"";"
src/build.pl	128	runtime-file-reference	c:\	push @copy_to, 'c:\magic2k\ManalinkEh.dll';
src/build.pl	129	runtime-file-reference	c:\	push @copy_to, 'c:\magic2k\zips\ManalinkEh.dll';
src/cards/draft.c	677	runtime-file-reference	d:\	"//fprintf(file,""player %d (pick %d)is picking out of pack %d:\n"", player, 15*pack+pick, which_pack );"
src/cards/draft.c	799	runtime-file-reference	d:\	"fprintf(file2,""Building deck for player %d:\n"", player );"
src/cards/draft.c	806	runtime-file-reference	d:\	"fprintf(file2,""Building deck for player %d:\n"", player );"
src/cards/vanguard.c	1653	runtime-file-reference	t:\	"pos+=snprintf(buffer + pos , 600-pos, "" Illegal mana symbols in text:\n %s\n"", c1->name);"
src/cards/vanguard.c	1685	runtime-file-reference	t:\	"pos+=snprintf(buffer + pos , 600-pos, "" Illegal mana symbols in text:\n %s\n"", c1->name);"
src/deck/deckdll.cpp	1741	runtime-file-reference	p:\	"sprintf(buf, ""Fatal: Couldn't load deck builder bitmap:\n%s"", load_pic_err);"
src/deploy.bat	9	runtime-file-reference	c:\	echo This script deletes and copies files under c:\magic2k.
src/deploy.bat	22	runtime-file-reference	c:\	echo deletes and copies files under c:\magic2k.
src/deploy.bat	28	runtime-file-reference	c:\	del /s/q c:\magic2k\zips\magic\src
src/deploy.bat	30	runtime-file-reference	c:\	copy c:\mingw\bin\manalink\src\*.* c:\magic2k\zips\magic\src\;
src/deploy.bat	31	runtime-file-reference	c:\	del c:\magic2k\zips\magic\src\cards\*.o;
src/deploy.bat	32	runtime-file-reference	c:\	del c:\magic2k\zips\magic\src\functions\*.o
src/deploy.bat	34	runtime-file-reference	c:\	copy c:\mingw\bin\manalink\Cardart\*.* c:\magic2k\zips\magic\Cardart\;
src/deploy.bat	36	runtime-file-reference	c:\	copy c:\mingw\bin\manalink\DuelArt\*.* c:\magic2k\zips\magic\DuelArt\;
src/deploy.bat	38	runtime-file-reference	c:\	copy c:\magic2k\flag.txt c:\magic2k\zips\magic;
src/deploy.bat	39	runtime-file-reference	c:\	copy c:\magic2k\config.txt c:\magic2k\zips\magic;
src/deploy.bat	40	runtime-file-reference	c:\	copy c:\magic2k\TargetsHuman.txt c:\magic2k\zips\magic;
src/deploy.bat	41	runtime-file-reference	c:\	copy c:\magic2k\TargetsAI.txt c:\magic2k\zips\magic;
src/deploy.bat	42	runtime-file-reference	c:\	copy c:\magic2k\config.txt c:\magic2k\zips\magic;
src/deploy.bat	43	runtime-file-reference	c:\	copy c:\magic2k\text.res c:\magic2k\zips\magic;
src/deploy.bat	44	runtime-file-reference	c:\	copy c:\magic2k\texz.res c:\magic2k\zips\magic;
src/deploy.bat	45	runtime-file-reference	c:\	copy c:\magic2k\ManalinkEx.dll c:\magic2k\zips\magic;
src/deploy.bat	46	runtime-file-reference	c:\	copy c:\magic2k\ManalinkEh.dll c:\magic2k\zips\magic;
src/deploy.bat	47	runtime-file-reference	c:\	copy c:\magic2k\Deck*.dll c:\magic2k\zips\magic;
src/deploy.bat	48	runtime-file-reference	c:\	copy c:\magic2k\CardArtLim.dll c:\magic2k\zips\magic;
src/deploy.bat	49	runtime-file-reference	c:\	copy c:\magic2k\Menus.txt c:\magic2k\zips\magic;
src/deploy.bat	50	runtime-file-reference	c:\	copy c:\magic2k\Playdeck\SPAT.dck c:\magic2k\zips\magic\Playdeck;
src/deploy.bat	51	runtime-file-reference	c:\	copy c:\magic2k\DraftSets c:\magic2k\zips\magic\DraftSets;
src/deploy.bat	52	runtime-file-reference	c:\	copy c:\magic2k\Magic.exe c:\magic2k\zips\magic;
src/deploy.bat	53	runtime-file-reference	c:\	copy c:\magic2k\patch.exe c:\magic2k\zips\magic;
src/deploy.bat	54	runtime-file-reference	c:\	copy c:\magic2k\patch.txt c:\magic2k\zips\magic;
src/deploy.bat	55	runtime-file-reference	c:\	copy c:\magic2k\DelDrafts.exe c:\magic2k\zips\magic;
src/deploy.bat	56	runtime-file-reference	c:\	copy c:\magic2k\DeckEditor.exe c:\magic2k\zips\magic;
src/deploy.bat	57	runtime-file-reference	c:\	copy c:\magic2k\DeckEditorWrapper.exe c:\magic2k\zips\magic;
src/deploy.bat	58	runtime-file-reference	c:\	copy c:\magic2k\card_links.txt c:\magic2k\zips\magic;
src/deploy.bat	59	runtime-file-reference	c:\	copy c:\magic2k\cards.dat c:\magic2k\zips\magic;
src/deploy.bat	60	runtime-file-reference	c:\	copy c:\magic2k\Deck.exe c:\magic2k\zips\magic;
src/deploy.bat	61	runtime-file-reference	c:\	copy c:\magic2k\CardArtLib.dll c:\magic2k\zips\magic;
src/deploy.bat	62	runtime-file-reference	c:\	copy c:\magic2k\DeckDLL.dll c:\magic2k\zips\magic;
src/deploy.bat	63	runtime-file-reference	c:\	copy c:\magic2k\DrawCardLib.dll c:\magic2k\zips\magic;
src/deploy.bat	64	runtime-file-reference	c:\	copy c:\magic2k\image.dll c:\magic2k\zips\magic;
src/deploy.bat	65	runtime-file-reference	c:\	copy c:\magic2k\zlib.dll c:\magic2k\zips\magic;
src/deploy.bat	66	runtime-file-reference	c:\	copy c:\magic2k\Cards1.dat c:\magic2k\zips\magic;
src/deploy.bat	67	runtime-file-reference	c:\	copy c:\magic2k\Rarity.dat c:\magic2k\zips\magic;
src/deploy.bat	68	runtime-file-reference	c:\	copy c:\magic2k\DBinfo.dat c:\magic2k\zips\magic;
src/deploy.bat	69	runtime-file-reference	c:\	copy c:\magic2k\Shandalar.exe c:\magic2k\zips\magic;
src/deploy.bat	70	runtime-file-reference	c:\	copy c:\magic2k\Menus.txt c:\magic2k\zips\magic;
src/deploy.bat	71	runtime-file-reference	c:\	copy c:\magic2k\magic_updater c:\magic2k\zips\magic\magic_updater;
src/drawcardlib/config.c	1634	runtime-file-reference	t:\	"BAIL(""Invalid expansion category in entry %d after @EXPANSIONCATEGORIES in Menus.txt:\n%s"", i+1, line);"
src/drawcardlib/drawcardlib.c	598	runtime-file-reference	N:\	"case FRAME_##framename##_ARTIFACT_LAND_GOLD_BLACK:	case FRAME_##framename##_ARTIFACT_LAND_GOLD_BLUE:	case FRAME_##framename##_ARTIFACT_LAND_GOLD_GREEN:\"
src/functions/deadbox.c	138	runtime-file-reference	s:\	"pos += scnprintf(buffer+pos, 600-pos, "" Deadbox contains:\n"");"
src/functions/rules_engine.c	690	runtime-file-reference	e:\	"int pos = scnprintf(buffer, 500, ""Dredge:\n Pass\n"" );"
src/gui/prefGui.form	85	runtime-file-reference	C:\	"<Property name=""text"" type=""java.lang.String"" value=""C:\Games\Shandalar""/>"
src/gui/prefGui.form	95	runtime-file-reference	C:\	"<Property name=""text"" type=""java.lang.String"" value=""C:\Games\Shandalar\Playdeck""/>"
src/gui/prefGui.java	51	runtime-file-reference	C:\	"txtShandDir.setText(""C:\\Games\\Shandalar"");"
src/gui/prefGui.java	55	runtime-file-reference	C:\	"txtPlayDir.setText(""C:\\Games\\Shandalar\\Playdeck"");"
src/gui/tabbedGui.java	23	runtime-file-reference	C:\	"final String gameDir = ""C:\\""; //""E:\\Play\\Magic\\Game\\Magic\\"";"
src/gui/tabbedGui.java	24	runtime-file-reference	C:\	"final String duelDir = ""C:\\""; //""E:\\Play\\Magic\\Game\\Magic\\Playdeck\\"";"
src/gui/testGui.java	15	runtime-file-reference	F:\	"final String gameDir = ""F:\\Play\\Magic\\Game\\Magic\\"";"
src/gui/testGui.java	16	runtime-file-reference	F:\	"final String duelDir = ""F:\\Play\\Magic\\Game\\Magic\\Playdeck\\"";"
src/gui/testGui.java	367	runtime-file-reference	F:\	"String localDir = ""F:\\Play\\Magic\\Game\\Magic\\"";"
tools/audit_codebase.py	47	runtime-file-reference	C:\	"""hardcoded-path"": re.compile(r""([A-Z]:\\|C:\\|D:\\|MAX_PATH|PATH_MAX|\b260\b)"", re.I),"
tools/audit_codebase.py	52	runtime-file-reference	C:\	"r""([A-Z]:\\|C:\\|D:\\|Program\\|Program/|Mods\\|Mods/|CardArt|Statwin|Sound|Duelsounds|Spr1024|FaceArt|FaceData|FaceButtons|Magic\.exe|Shandalar\.exe|FaceMaker|zlib\.dll)"","
tools/audit_codebase.py	667	runtime-file-reference	C:\	"[row for row in runtime_rows if re.search(r""[A-Z]:\\|C:\\|D:\\"", str(row[""text""]), re.I)],"
tools/audit_codebase.py	711	runtime-file-reference	c:\	"if re.search(r""[A-Z]:\\|c:\\|d:\\"", text, re.I):"
tools/print-manual-gameplay-baseline.sh	152	runtime-file-reference	C:\	"(""Primary working directory"", ""C:\\Shandalar""),"
tools/print-manual-gameplay-baseline.sh	153	runtime-file-reference	C:\	"(""Primary target"", ""C:\\Shandalar\\Shandalar.exe""),"
tools/print-manual-gameplay-baseline.sh	161	runtime-file-reference	C:\	"print(f'/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle {BOTTLE} --workdir ""C:\\Shandalar"" ""C:\\Shandalar\\Shandalar.exe""')"
tools/print-manual-gameplay-baseline.sh	162	runtime-file-reference	C:\	"print(f'/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle {BOTTLE} --workdir ""C:\\Shandalar"" ""C:\\Shandalar\\Magic.exe""')"
tools/print-manual-gameplay-baseline.sh	163	runtime-file-reference	C:\	"print(f'/Applications/CrossOver.app/Contents/SharedSupport/CrossOver/bin/wine --bottle {BOTTLE} --workdir ""C:\\Shandalar\\Program"" ""C:\\Shandalar\\Program\\Magic.exe""')"
tools/print-security-scan-baseline.sh	123	runtime-file-reference	C:\	"print('""%ProgramFiles%\\Windows Defender\\MpCmdRun.exe"" -Scan -ScanType 3 -File ""C:\\path\\to\\Shandalar""')"
tools/verify-crossover-mtg-state.sh	245	runtime-file-reference	C:\	"'""PagingFiles""=str(7):""C:\\\\pagefile.sys 512 1024\\0""',"
tools/verify-handoff-readiness.sh	93	runtime-file-reference	C:\	"printf '%s\n' ""$manual_baseline"" | grep -q ""| Primary target | C:\\\\Shandalar\\\\Shandalar.exe |"" || fail ""manual gameplay baseline missing primary target"""
