path	line	category	match	text
magic_updater/ct_all.csv	9463	todo-fixme	Stub	10000;Stubborn Denial;Stubborn Denial;0;0;0;1;0;0;0;0;-1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0x200d009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0
magic_updater/ct_all.csv	9787	todo-fixme	Temporary	10000;Temporary Truce;Temporary Truce;0;0;0;0;1;0;0;0;-1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0x2009643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
magic_updater/ct_all.csv	9808	todo-fixme	todo	10000;Terastodon;Terastodon;0;0;0;0;0;0;1;0;-1;0;0;0;0;1;0;0;0;6;2;0;9;9;0;0;0;0;0;0;0;0;0;0x2004B2F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2
magic_updater/ct_all.csv	10499	todo-fixme	hack	10000;Vedalken Shackles;Vedalken Shackles;0;1;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0x2001CD6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;3
magic_updater/ct_all.csv	11287	todo-fixme	todo	10000;Frontier Mastodon;Frontier Mastodon;0;0;0;0;0;0;1;0;10;0;0;0;0;1;0;0;0;2;1;0;3;2;0;0;0;0;0;0;0;0;0;0x200d5a9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
magic_updater/ct_all.csv	11350	todo-fixme	todo	10000;Sandsteppe Mastodon;Sandsteppe Mastodon;0;0;0;0;0;0;1;0;10;0;0;0;0;1;0;0;0;5;2;0;5;5;0;0;0;0;0;0;0;0;0;0x200d38d;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
magic_updater/ct_all.csv	15040	todo-fixme	Temporary	10000;Temporary Insanity;Temporary Insanity;0;0;0;1;0;0;0;0;-1;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0x000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
magic_updater/ct_all.csv	15735	todo-fixme	hack	10000;Reckless Bushwhacker;Reckless Bushwhacker;0;0;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;2;1;12;2;1;0;0;0;0;0;0;0;1;0;0x200e625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
magic_updater/ct_all.csv	16345	todo-fixme	Hack	20006;Hacked;#902;1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0x401000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;1;1;1;0;0
magic_updater/Manalink.csv	1	todo-fixme	Hack	ID;Full Name;CODED CARD;Short Name;Cost Text;Expansion;Color;Card Type;Rarity;Req Colorless;Req Black;Req Blue;Req Green;Req Red;Req White;Num Pics;Expansions Rarity;Power;Toughness;Sleighted Color;Hack Color;Hack Mode;Enchant Type OWN;Enchant Type OPP;New Types 1;New Types 2;New Types 3;New Types 4;New Types 5;New Types 6;New Types 7;Subtype;Subtype 2;Mana Source Colors;Type Text;Rules Text;Flavo
magic_updater/Manalink.csv	155	todo-fixme	Hack	153;Magical Hack;1;Magical Hack;|U;800h;2;4;2;0;0;1;0;0;0;1;9h;0;0;0;0;0;0;0;1003h;-1;-1;-1;-1;-1;-1;211;211;0;Instant;Change the text of target spell or permanent by replacing all instances of one basic land type with another. (For example, you may change swampwalk to plainswalk. This effect lasts indefinitely.);;;;;Magical Hack;All instances of the word |L have been changed to |M in target c
magic_updater/Manalink.csv	424	todo-fixme	stub	422;Giant Tortoise;1;Giant Tortoise;|1|U;4h;2;7;1;1;0;1;0;0;0;1;0h;1;1;0;0;0;0;0;1001h;CBh;-1;-1;-1;-1;-1;184;211;0;Creature  Turtle;Giant Tortoise gets +0/+3 as long as it's untapped.;In the coastal states of Jhess and Valeron, tortoise is a synonym for stubborn.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
magic_updater/Manalink.csv	797	todo-fixme	hack	795;Spirit Shackle;1;Spirit Shackle;|B|B;100h;1;2;1;0;2;0;0;0;0;1;0h;0;0;0;0;0;2;1;1002h;4000h;4002h;-1;-1;-1;-1;44;211;0;Enchantment  Aura;Enchant creature\nWhenever enchanted creature becomes tapped, put a -0/-2 counter on it.;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;40;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;C;-;C;-;C;C
magic_updater/Manalink.csv	2222	todo-fixme	stub	2220;Labyrinth Minotaur;1;Labyrinth Minotaur;|3|U;8h;2;7;1;3;0;1;0;0;0;0;0h;1;4;0;0;0;0;0;1001h;77h;-1;-1;-1;-1;-1;126;211;0;Creature  Minotaur;Whenever Labyrinth Minotaur blocks a creature, that creature doesn't untap during its controller's next untap step.;I doubt any Labyrinth Minotaurs still livebut then again, we Minotaurs are stubborn beings.\nOnatah, Anaba Shaman;;Labyrinth Minotaur;T
magic_updater/Manalink.csv	2620	todo-fixme	hack	2618;Spatial Binding;1;Spatial Binding;|U|B;8h;4;2;4;0;1;1;0;0;0;1;0h;0;0;0;0;0;0;0;1002h;-1;-1;-1;-1;-1;-1;211;211;0;Enchantment;Pay 1 life: Until your next upkeep, target permanent can't phase out.;Time is the one shackle you can't break.\nZhalfirin aphorism;;Spatial Binding;Until your next upkeep, target permanent can't phase out.;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;
magic_updater/Manalink.csv	2920	todo-fixme	Temporary	2918;Temporary Truce;1;Temporary Truce;|1|W;8h;8;6;2;1;0;0;0;0;1;1;0h;0;0;0;0;0;0;0;1008h;-1;-1;-1;-1;-1;-1;211;211;0;Sorcery;Each player may draw up to two cards. For each card less than two a player draws this way, that player gains 2 life.;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
magic_updater/Manalink.csv	2925	todo-fixme	hack	2923;Abjure;1;Abjure;|U;8h;2;4;1;0;0;1;0;0;0;1;0h;0;0;4;0;0;0;0;1003h;-1;-1;-1;-1;-1;-1;211;211;0;Instant;As an additional cost to cast Abjure, sacrifice a |Sblue permanent.\nCounter target spell.;Mirri's hackles rose as Ertai continued expounding his virtues. If that arrogant brat doesn't shut up soon, she growled to herself, I'm going to have to kill him.;;;;;;0;0;0;0;0;0;0;1;0;0;4;4;4;0;0;0
magic_updater/Manalink.csv	3558	todo-fixme	hack	3556;Shackles;1;Shackles;|2|W;8h;8;2;1;2;0;0;0;0;1;2;0h;0;0;0;0;0;0;0;1002h;4000h;4002h;-1;-1;-1;-1;44;211;0;Enchantment  Aura;Enchant creature\nEnchanted creature doesn't untap during its controller's untap step.\n|W: Return Shackles to its owner's hand.;Shackles of gold are still shackles.;;Shackles;Enchanted creature doesn't untap during its controller's untap step.;;;0;0;0;0;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	4339	todo-fixme	stub	4337;Meng Huo, Barbarian King;1;Meng Huo, Barbarian King;|3|G|G;8h;5;7;2;3;0;0;2;0;0;1;0h;4;4;8;0;0;0;0;2001h;1001h;5Bh;Fh;B4h;-1;-1;93;152;0;Legendary Creature  Human Barbarian Soldier;Other |Sgreen creatures you control get +1/+1.;The stubborn Meng Huo was captured and released by Kongming seven times before finally surrendering.;;Meng Huo, Barbarian King;Other |Sgreen creatures you control get
magic_updater/Manalink.csv	4733	todo-fixme	temporary	4731;Parallax Inhibitor;1;Parallax Inhibitor;|2;8h;3;1;2;2;0;0;0;0;0;1;0h;0;0;0;0;0;0;0;1000h;-1;-1;-1;-1;-1;-1;211;211;0;Artifact;|1, |T, Sacrifice Parallax Inhibitor: Put a fade counter on each permanent with fading you control.;The best I can offer is a temporary reprieve.\nBelbe;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	5416	todo-fixme	stub	5414;Penumbra Kavu;0;Penumbra Kavu;|4|G;8h;5;7;4;4;0;0;1;0;0;0;0h;3;3;2;0;0;0;0;1001h;64h;-1;-1;-1;-1;-1;96;211;0;Creature  Kavu;When Penumbra Kavu dies, put a 3/3 |Sblack Kavu creature token onto the battlefield.;These kavu are so stubborn they even refuse to die.\nTahngarth;;Penumbra Kavu;When Penumbra Kavu dies, put a 3/3 |Sblack Kavu creature token onto the battlefield.;;;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	5430	todo-fixme	obsolete	5428;Reef Shaman;0;Reef Shaman;|U;8h;2;7;1;0;0;1;0;0;0;0;0h;0;2;0;0;0;0;0;1001h;74h;ABh;-1;-1;-1;-1;125;51;0;Creature  Merfolk Shaman;|T: Target land becomes the basic land type of your choice until end of turn.;With one gesture, she can render a thousand years of navigational charts obsolete.;;Reef Shaman;Target land becomes the basic land type of your choice until end of turn.;;;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	5551	todo-fixme	stub	5549;Dwarven Grunt;1;Dwarven Grunt;|R;8h;7;7;1;0;0;0;0;1;0;1;0h;1;1;0;16;1;0;0;1001h;36h;-1;-1;-1;-1;-1;57;211;0;Creature  Dwarf;|H2Mountainwalk (This creature can't be blocked as long as defending player controls |Ha Mountain.);Hard as stone and twice as stubborn.\nDwarven compliment;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
magic_updater/Manalink.csv	5879	todo-fixme	hack	5877;Skullscorch;1;Skullscorch;|R|R;8h;7;6;2;0;0;0;0;2;0;1;0h;0;0;0;0;0;0;0;1008h;-1;-1;-1;-1;-1;-1;211;211;0;Sorcery;Target player discards two cards at random unless that player has Skullscorch deal 4 damage to him or her.;A good whack on the head usually has the same effect.\nKamahl, pit fighter;Skullscorch deal 4 damage to target player.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
magic_updater/Manalink.csv	5893	todo-fixme	Temporary	5891;Temporary Insanity;0;Temporary Insanity;|3|R;8h;7;3;4;3;0;0;0;1;0;0;0h;0;0;0;0;0;0;0;1003h;-1;-1;-1;-1;-1;-1;211;211;0;Instant;Untap target creature with power less than the number of cards in your graveyard and gain control of it until end of turn. That creature gains haste until end of turn.;;;Temporary Insanity;Gain control of target creature until end of turn. That creature gains haste un
magic_updater/Manalink.csv	6329	todo-fixme	hack	6327;Words of War;1;Words of War;|2|R;8h;7;2;2;2;0;0;0;1;0;1;900h;0;0;0;0;0;0;0;1002h;-1;-1;-1;-1;-1;-1;211;211;0;Enchantment;|1: The next time you would draw a card this turn, Words of War deals 2 damage to target creature or player instead.;Passions can't be shackled by laws or mastered with logic. The choice is freedom or death.\nVolume IV, The Book of Fire;Words of War deals 2 damage to tar
magic_updater/Manalink.csv	6945	todo-fixme	temporary	6943;Rebuking Ceremony;0;Rebuking Ceremony;|3|G|G;8h;5;6;2;3;0;0;2;0;0;0;0h;0;0;0;0;0;0;0;1008h;-1;-1;-1;-1;-1;-1;211;211;0;Sorcery;Put two target artifacts on top of their owners' libraries.;From the Radix at the hub of the Tangle all the way out to the Edges of Forgetting, a Viridian elf's life is built around the temporary.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	7050	todo-fixme	unused	7048;Eon Hub;1;Eon Hub;|5;8h;3;1;2;5;0;0;0;0;0;1;0h;0;0;0;0;0;0;0;1000h;-1;-1;-1;-1;-1;-1;211;211;0;Artifact;Players skip their upkeep steps.;Its power source is time itself. It absorbs unused minutes and hours, bringing the end of existence always closer.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	7079	todo-fixme	hack	7077;Krark-Clan Engineers;0;Krark-Clan Engineers;|3|R;8h;7;7;4;3;0;0;0;1;0;0;0h;2;2;0;0;0;0;0;1001h;4Bh;8h;-1;-1;-1;-1;86;2;0;Creature  Goblin Artificer;|R, Sacrifice two artifacts: Destroy target artifact.;Well, I jammed the whatsit into the whackdoodle, but I think I broke the thingamajigger.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	7150	todo-fixme	hack	7148;Vedalken Shackles;1;Vedalken Shackles;|3;8h;3;1;2;3;0;0;0;0;0;2;900h;0;0;0;4;3;0;0;1000h;-1;-1;-1;-1;-1;-1;211;211;0;Artifact;You may choose not to untap Vedalken Shackles during your untap step.\n|2, |T: Gain control of target creature with power less than or equal to the number of |H1Islands you control for as long as Vedalken Shackles remains tapped.;;;Vedalken Shackles;You control target
magic_updater/Manalink.csv	8375	todo-fixme	hack	8373;Gelid Shackles;1;Gelid Shackles;|W;8h;8;2;1;0;0;0;0;0;1;1;0h;0;0;0;0;0;0;0;2003h;1002h;4000h;4002h;-1;-1;-1;44;6;0;Snow Enchantment  Aura;Enchant creature\nEnchanted creature can't block, and its activated abilities can't be activated.\n|I: Enchanted creature gains defender until end of turn. (|I can be paid with one mana from a snow permanent.);;;Gelid Shackles;Enchanted creature gains defe
magic_updater/Manalink.csv	9400	todo-fixme	hack	9398;Noggin Whack;1;Noggin Whack;|2|B|B;8h;1;6;4;2;2;0;0;0;0;1;0h;0;0;0;0;0;0;0;1009h;1008h;9Fh;-1;-1;-1;-1;227;156;0;Tribal Sorcery  Rogue;Prowl |1|B (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Rogue.)\nTarget player reveals three cards from his or her hand. You choose two of them. That player discards those cards.;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	9497	todo-fixme	hack	9495;Chainbreaker;1;Chainbreaker;|2;8h;3;1;1;2;0;0;0;0;0;1;0h;3;3;0;0;0;0;0;1000h;1001h;A5h;-1;-1;-1;-1;44;161;0;Artifact Creature  Scarecrow;Chainbreaker enters the battlefield with two -1/-1 counters on it.\n|3, |T: Remove a -1/-1 counter from target creature.;Scarecrows deemed too malevolent to roam free are shackled to boulders or dolmen stones. Their animosity usually outlives the chains.;;;
magic_updater/Manalink.csv	10019	todo-fixme	todo	10017;Mosstodon;1;Mosstodon;|4|G;8h;5;7;1;4;0;0;1;0;0;1;0h;5;3;0;0;0;0;0;1001h;96h;3Bh;-1;-1;-1;-1;17;66;0;Creature  Plant Elephant;|1: Target creature with power 5 or greater gains trample until end of turn.;Whether gargantuans are the manifested will of Progenitus or simply the result of overabundant resources is moot when a herd of them is thundering at you.;;Mosstodon;Target creature with pow
magic_updater/Manalink.csv	10223	todo-fixme	stub	10221;Valeron Outlander;1;Valeron Outlander;|G|W;8h;4;7;1;0;0;0;1;0;1;1;0h;2;2;2;0;0;0;0;1001h;5Bh;A7h;-1;-1;-1;-1;93;159;0;Creature  Human Scout;Protection from |Sblack;After years of honing her philosophy in debate with stubborn rhoxes, Niella was ready to convert any heathen.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magic_updater/Manalink.csv	10296	todo-fixme	Hack	10294;Jund Hackblade;1;Jund Hackblade;|BG|R;8h;4;7;1;0;1;0;0;1;0;1;0h;2;1;0;0;0;0;0;1001h;4Bh;15h;-1;-1;-1;-1;86;28;0;Creature  Goblin Berserker;As long as you control another multicolored permanent, Jund Hackblade gets +1/+1 and has haste.;The knights were halfway through their precombat rites before they realized the foul brute meant to start without them.;;Jund Hackblade;Jund Hackblade gets +1
magic_updater/Manalink.csv	10469	todo-fixme	todo	10467;Siege Mastodon;1;Siege Mastodon;|4|W;8h;8;7;1;4;0;0;0;0;1;1;500h;3;5;0;0;0;0;0;1001h;3Bh;-1;-1;-1;-1;-1;66;211;0;Creature  Elephant;;Defending the citadel is easy. I just take these big fellows outside the main gate and let the enemy take a good long look.\nMastodon keeper;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;5;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
magic_updater/Manalink.csv	10548	todo-fixme	hack	10546;Goblin Bushwhacker;1;Goblin Bushwhacker;|R;8h;7;7;1;0;0;0;0;1;0;1;50h;1;1;0;0;0;0;0;1001h;4Bh;D2h;-1;-1;-1;-1;86;196;0;Creature  Goblin Warrior;Kicker |R (You may pay an additional |R as you cast this spell.)\nWhen Goblin Bushwhacker enters the battlefield, if it was kicked, creatures you control get +1/+0 and gain haste until end of turn.;;;Goblin Bushwhacker;Creatures you control get +1/+
magic_updater/Manalink.csv	10633	todo-fixme	stub	10631;Pillarfield Ox;1;Pillarfield Ox;|3|W;8h;8;7;1;3;0;0;0;0;1;1;50h;2;4;0;0;0;0;0;1001h;8Dh;-1;-1;-1;-1;-1;33;211;0;Creature  Ox;;These stubborn and unpredictable oxen inspire the plains nomads' most colorful curses.;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;C;C;C;-;C;C;-;-;-;-;-;-
magic_updater/Manalink.csv	10849	todo-fixme	todo	10847;Terastodon;1;Terastodon;|6|G|G;8h;5;7;2;6;0;0;2;0;0;1;0h;9;9;8;0;0;0;0;1001h;3Bh;-1;-1;-1;-1;-1;66;211;0;Creature  Elephant;When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller puts a 3/3 |Sgreen Elephant creature token onto the battlefield.;;;Terastodon;For each permanent put into
